new_filename,old_filename,source_video,original_frame,split
train_cam01_t01_053.jpg,cam01_t01_f001338.jpg,vn_intersection_cam01_t01.mp4,1338,train
train_cam01_t01_054.jpg,cam01_t01_f001364.jpg,vn_intersection_cam01_t01.mp4,1364,train
train_cam01_t01_055.jpg,cam01_t01_f001390.jpg,vn_intersection_cam01_t01.mp4,1390,train
train_cam01_t01_056.jpg,cam01_t01_f001416.jpg,vn_intersection_cam01_t01.mp4,1416,train
train_cam01_t01_057.jpg,cam01_t01_f001441.jpg,vn_intersection_cam01_t01.mp4,1441,train
train_cam01_t01_058.jpg,cam01_t01_f001467.jpg,vn_intersection_cam01_t01.mp4,1467,train
train_cam01_t01_059.jpg,cam01_t01_f001493.jpg,vn_intersection_cam01_t01.mp4,1493,train
train_cam01_t01_060.jpg,cam01_t01_f001519.jpg,vn_intersection_cam01_t01.mp4,1519,train
train_cam01_t01_061.jpg,cam01_t01_f001544.jpg,vn_intersection_cam01_t01.mp4,1544,train
train_cam01_t01_062.jpg,cam01_t01_f001570.jpg,vn_intersection_cam01_t01.mp4,1570,train
train_cam01_t01_063.jpg,cam01_t01_f001596.jpg,vn_intersection_cam01_t01.mp4,1596,train
train_cam01_t01_064.jpg,cam01_t01_f001622.jpg,vn_intersection_cam01_t01.mp4,1622,train
train_cam01_t01_065.jpg,cam01_t01_f001647.jpg,vn_intersection_cam01_t01.mp4,1647,train
train_cam01_t01_066.jpg,cam01_t01_f001673.jpg,vn_intersection_cam01_t01.mp4,1673,train
train_cam01_t01_067.jpg,cam01_t01_f001699.jpg,vn_intersection_cam01_t01.mp4,1699,train
train_cam01_t01_068.jpg,cam01_t01_f001725.jpg,vn_intersection_cam01_t01.mp4,1725,train
train_cam01_t01_069.jpg,cam01_t01_f001750.jpg,vn_intersection_cam01_t01.mp4,1750,train
train_cam01_t01_070.jpg,cam01_t01_f001776.jpg,vn_intersection_cam01_t01.mp4,1776,train
train_cam01_t01_071.jpg,cam01_t01_f001802.jpg,vn_intersection_cam01_t01.mp4,1802,train
train_cam01_t01_072.jpg,cam01_t01_f001828.jpg,vn_intersection_cam01_t01.mp4,1828,train
train_cam01_t01_073.jpg,cam01_t01_f001853.jpg,vn_intersection_cam01_t01.mp4,1853,train
train_cam01_t01_074.jpg,cam01_t01_f001879.jpg,vn_intersection_cam01_t01.mp4,1879,train
train_cam01_t01_075.jpg,cam01_t01_f001905.jpg,vn_intersection_cam01_t01.mp4,1905,train
train_cam01_t01_076.jpg,cam01_t01_f001931.jpg,vn_intersection_cam01_t01.mp4,1931,train
train_cam01_t01_077.jpg,cam01_t01_f001956.jpg,vn_intersection_cam01_t01.mp4,1956,train
train_cam01_t01_078.jpg,cam01_t01_f001982.jpg,vn_intersection_cam01_t01.mp4,1982,train
train_cam01_t01_079.jpg,cam01_t01_f002008.jpg,vn_intersection_cam01_t01.mp4,2008,train
train_cam01_t01_080.jpg,cam01_t01_f002034.jpg,vn_intersection_cam01_t01.mp4,2034,train
val_cam01_t02_001.jpg,cam01_t02_f000000.jpg,vn_intersection_cam01_t02.mp4,0,val
val_cam01_t02_002.jpg,cam01_t02_f000080.jpg,vn_intersection_cam01_t02.mp4,80,val
val_cam01_t02_003.jpg,cam01_t02_f000161.jpg,vn_intersection_cam01_t02.mp4,161,val
val_cam01_t02_004.jpg,cam01_t02_f000242.jpg,vn_intersection_cam01_t02.mp4,242,val
val_cam01_t02_005.jpg,cam01_t02_f000323.jpg,vn_intersection_cam01_t02.mp4,323,val
val_cam01_t02_006.jpg,cam01_t02_f000404.jpg,vn_intersection_cam01_t02.mp4,404,val
val_cam01_t02_007.jpg,cam01_t02_f000485.jpg,vn_intersection_cam01_t02.mp4,485,val
val_cam01_t02_008.jpg,cam01_t02_f000566.jpg,vn_intersection_cam01_t02.mp4,566,val
val_cam01_t02_009.jpg,cam01_t02_f000647.jpg,vn_intersection_cam01_t02.mp4,647,val
val_cam01_t02_010.jpg,cam01_t02_f000728.jpg,vn_intersection_cam01_t02.mp4,728,val
val_cam01_t02_011.jpg,cam01_t02_f000809.jpg,vn_intersection_cam01_t02.mp4,809,val
val_cam01_t02_012.jpg,cam01_t02_f000890.jpg,vn_intersection_cam01_t02.mp4,890,val
val_cam01_t02_013.jpg,cam01_t02_f000971.jpg,vn_intersection_cam01_t02.mp4,971,val
val_cam01_t02_014.jpg,cam01_t02_f001052.jpg,vn_intersection_cam01_t02.mp4,1052,val
val_cam01_t02_015.jpg,cam01_t02_f001133.jpg,vn_intersection_cam01_t02.mp4,1133,val
val_cam01_t02_016.jpg,cam01_t02_f001214.jpg,vn_intersection_cam01_t02.mp4,1214,val
val_cam01_t02_017.jpg,cam01_t02_f001295.jpg,vn_intersection_cam01_t02.mp4,1295,val
val_cam01_t02_018.jpg,cam01_t02_f001376.jpg,vn_intersection_cam01_t02.mp4,1376,val
val_cam01_t02_019.jpg,cam01_t02_f001457.jpg,vn_intersection_cam01_t02.mp4,1457,val
val_cam01_t02_020.jpg,cam01_t02_f001538.jpg,vn_intersection_cam01_t02.mp4,1538,val
test_cam02_t01_001.jpg,cam02_t01_f000000.jpg,vn_intersection_cam02_t01.mp4,0,test
test_cam02_t01_002.jpg,cam02_t01_f000026.jpg,vn_intersection_cam02_t01.mp4,26,test
test_cam02_t01_003.jpg,cam02_t01_f000053.jpg,vn_intersection_cam02_t01.mp4,53,test
test_cam02_t01_004.jpg,cam02_t01_f000080.jpg,vn_intersection_cam02_t01.mp4,80,test
test_cam02_t01_005.jpg,cam02_t01_f000107.jpg,vn_intersection_cam02_t01.mp4,107,test
test_cam02_t01_006.jpg,cam02_t01_f000133.jpg,vn_intersection_cam02_t01.mp4,133,test
test_cam02_t01_007.jpg,cam02_t01_f000160.jpg,vn_intersection_cam02_t01.mp4,160,test
test_cam02_t01_008.jpg,cam02_t01_f000187.jpg,vn_intersection_cam02_t01.mp4,187,test
test_cam02_t01_009.jpg,cam02_t01_f000214.jpg,vn_intersection_cam02_t01.mp4,214,test
test_cam02_t01_010.jpg,cam02_t01_f000241.jpg,vn_intersection_cam02_t01.mp4,241,test
test_cam02_t01_011.jpg,cam02_t01_f000267.jpg,vn_intersection_cam02_t01.mp4,267,test
test_cam02_t01_012.jpg,cam02_t01_f000294.jpg,vn_intersection_cam02_t01.mp4,294,test
test_cam02_t01_013.jpg,cam02_t01_f000321.jpg,vn_intersection_cam02_t01.mp4,321,test
test_cam02_t01_014.jpg,cam02_t01_f000348.jpg,vn_intersection_cam02_t01.mp4,348,test
test_cam02_t01_015.jpg,cam02_t01_f000375.jpg,vn_intersection_cam02_t01.mp4,375,test
test_cam02_t01_016.jpg,cam02_t01_f000401.jpg,vn_intersection_cam02_t01.mp4,401,test
test_cam02_t01_017.jpg,cam02_t01_f000428.jpg,vn_intersection_cam02_t01.mp4,428,test
test_cam02_t01_018.jpg,cam02_t01_f000455.jpg,vn_intersection_cam02_t01.mp4,455,test
test_cam02_t01_019.jpg,cam02_t01_f000482.jpg,vn_intersection_cam02_t01.mp4,482,test
test_cam02_t01_020.jpg,cam02_t01_f000509.jpg,vn_intersection_cam02_t01.mp4,509,test
